stn_code,sampling_date,state,location,agency,type,so2,no2,rspm,spm,location_monitoring_station,pm2_5,date
NA,08-10-2006,Rajasthan,Jaipur,NA,Residential and others,2.7,12.5,15,44,RSPCB Office,NA,08-10-2006
NA,14-08-2006,Rajasthan,Jaipur,NA,Residential and others,2.7,14,18,50,RSPCB Office,NA,14-08-2006
NA,17-08-2006,Rajasthan,Jaipur,NA,Residential and others,2.7,12.2,23,44,RSPCB Office,NA,17-08-2006
NA,21-08-2006,Rajasthan,Jaipur,NA,Residential and others,3.2,7.4,15,50,RSPCB Office,NA,21-08-2006
NA,24-08-2006,Rajasthan,Jaipur,NA,Residential and others,3,11.2,16,40,RSPCB Office,NA,24-08-2006
NA,28-08-2006,Rajasthan,Jaipur,NA,Residential and others,3.2,13.4,42,96,RSPCB Office,NA,28-08-2006
NA,31-08-2006,Rajasthan,Jaipur,NA,Residential and others,4,7.1,17,54,RSPCB Office,NA,31-08-2006
NA,09-04-2006,Rajasthan,Jaipur,NA,Residential and others,3.2,15.2,19,122,RSPCB Office,NA,09-04-2006
NA,09-07-2006,Rajasthan,Jaipur,NA,Residential and others,2.3,13.2,17,57,RSPCB Office,NA,09-07-2006
NA,09-11-2006,Rajasthan,Jaipur,NA,Residential and others,2.3,13,36,90,RSPCB Office,NA,09-11-2006
NA,14-09-2006,Rajasthan,Jaipur,NA,Residential and others,3.3,11.7,58,149,RSPCB Office,NA,14-09-2006
NA,18-09-2006,Rajasthan,Jaipur,NA,Residential and others,2.7,11.5,52,101,RSPCB Office,NA,18-09-2006
NA,21-09-2006,Rajasthan,Jaipur,NA,Residential and others,3.3,13.3,76,140,RSPCB Office,NA,21-09-2006
NA,25-09-2006,Rajasthan,Jaipur,NA,Residential and others,2.3,13.7,156,234,RSPCB Office,NA,25-09-2006
NA,28-09-2006,Rajasthan,Jaipur,NA,Residential and others,2.7,12.7,77,128,RSPCB Office,NA,28-09-2006
NA,10-02-2006,Rajasthan,Jaipur,NA,Residential and others,3.3,18.2,57,125,RSPCB Office,NA,10-02-2006
NA,10-05-2006,Rajasthan,Jaipur,NA,Residential and others,2.3,18,60,154,RSPCB Office,NA,10-05-2006
NA,10-09-2006,Rajasthan,Jaipur,NA,Residential and others,NA,NA,48,149,RSPCB Office,NA,10-09-2006
NA,10-12-2006,Rajasthan,Jaipur,NA,Residential and others,3.2,15.2,153,245,RSPCB Office,NA,10-12-2006
NA,16-10-2006,Rajasthan,Jaipur,NA,Residential and others,2.7,20.7,74,230,RSPCB Office,NA,16-10-2006
NA,19-10-2006,Rajasthan,Jaipur,NA,Residential and others,3.3,13.8,84,315,RSPCB Office,NA,19-10-2006
NA,23-10-2006,Rajasthan,Jaipur,NA,Residential and others,2.8,22,72,148,RSPCB Office,NA,23-10-2006
NA,26-10-2006,Rajasthan,Jaipur,NA,Residential and others,2.3,19,60,153,RSPCB Office,NA,26-10-2006
NA,30-10-2006,Rajasthan,Jaipur,NA,Residential and others,3.5,33.8,91,198,RSPCB Office,NA,30-10-2006
NA,11-02-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,18.5,140,273,RSPCB Office,NA,11-02-2006
NA,11-06-2006,Rajasthan,Jaipur,NA,Residential and others,2.7,33.5,90,196,RSPCB Office,NA,11-06-2006
NA,11-09-2006,Rajasthan,Jaipur,NA,Residential and others,3.2,17.3,117,208,RSPCB Office,NA,11-09-2006
NA,13-11-2006,Rajasthan,Jaipur,NA,Residential and others,2.7,27.5,114,223,RSPCB Office,NA,13-11-2006
NA,16-11-2006,Rajasthan,Jaipur,NA,Residential and others,2.7,16.5,100,222,RSPCB Office,NA,16-11-2006
NA,20-11-2006,Rajasthan,Jaipur,NA,Residential and others,3,21.8,68,183,RSPCB Office,NA,20-11-2006
NA,23-11-2006,Rajasthan,Jaipur,NA,Residential and others,3.3,18.2,60,166,RSPCB Office,NA,23-11-2006
NA,27-11-2006,Rajasthan,Jaipur,NA,Residential and others,3,20.7,66,150,RSPCB Office,NA,27-11-2006
NA,30-11-2006,Rajasthan,Jaipur,NA,Residential and others,3.8,24.3,62,136,RSPCB Office,NA,30-11-2006
NA,12-04-2006,Rajasthan,Jaipur,NA,Residential and others,3.3,16.8,119,316,RSPCB Office,NA,12-04-2006
NA,12-07-2006,Rajasthan,Jaipur,NA,Residential and others,2.3,15.2,99,192,RSPCB Office,NA,12-07-2006
NA,12-11-2006,Rajasthan,Jaipur,NA,Residential and others,3.5,27.2,206,341,RSPCB Office,NA,12-11-2006
NA,14-12-2006,Rajasthan,Jaipur,NA,Residential and others,3.3,34.8,89,191,RSPCB Office,NA,14-12-2006
NA,18-12-2006,Rajasthan,Jaipur,NA,Residential and others,2.4,32.8,82,262,RSPCB Office,NA,18-12-2006
NA,21-12-2006,Rajasthan,Jaipur,NA,Residential and others,3.7,23,77,131,RSPCB Office,NA,21-12-2006
NA,25-12-2006,Rajasthan,Jaipur,NA,Residential and others,3.3,17,89,158,RSPCB Office,NA,25-12-2006
NA,28-12-2006,Rajasthan,Jaipur,NA,Residential and others,3.8,13.3,69,125,RSPCB Office,NA,28-12-2006
NA,01-04-2006,Rajasthan,Jaipur,NA,Residential and others,4.4,17.9,95,237,Vidyadhar Nagar,NA,01-04-2006
NA,01-07-2006,Rajasthan,Jaipur,NA,Residential and others,4.4,20.6,132,225,Vidyadhar Nagar,NA,01-07-2006
NA,01-11-2006,Rajasthan,Jaipur,NA,Residential and others,3.8,20.4,120,230,Vidyadhar Nagar,NA,01-11-2006
NA,14-01-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,20.6,129,234,Vidyadhar Nagar,NA,14-01-2006
NA,18-01-2006,Rajasthan,Jaipur,NA,Residential and others,4.5,16.5,86,232,Vidyadhar Nagar,NA,18-01-2006
NA,21-01-2006,Rajasthan,Jaipur,NA,Residential and others,7.1,22.8,103,272,Vidyadhar Nagar,NA,21-01-2006
NA,25-01-2006,Rajasthan,Jaipur,NA,Residential and others,4.4,31,97,212,Vidyadhar Nagar,NA,25-01-2006
NA,28-01-2006,Rajasthan,Jaipur,NA,Residential and others,12.8,52.9,128,271,Vidyadhar Nagar,NA,28-01-2006
NA,02-01-2006,Rajasthan,Jaipur,NA,Residential and others,5.2,49.2,79,198,Vidyadhar Nagar,NA,02-01-2006
NA,02-04-2006,Rajasthan,Jaipur,NA,Residential and others,3.6,36.7,93,262,Vidyadhar Nagar,NA,02-04-2006
NA,02-08-2006,Rajasthan,Jaipur,NA,Residential and others,3.4,34.5,97,238,Vidyadhar Nagar,NA,02-08-2006
NA,02-11-2006,Rajasthan,Jaipur,NA,Residential and others,2.9,32.3,95,247,Vidyadhar Nagar,NA,02-11-2006
NA,15-02-2006,Rajasthan,Jaipur,NA,Residential and others,3.7,29.7,99,212,Vidyadhar Nagar,NA,15-02-2006
NA,18-02-2006,Rajasthan,Jaipur,NA,Residential and others,3.1,26.1,172,302,Vidyadhar Nagar,NA,18-02-2006
NA,22-02-2006,Rajasthan,Jaipur,NA,Residential and others,14.8,19,126,367,Vidyadhar Nagar,NA,22-02-2006
NA,25-02-2006,Rajasthan,Jaipur,NA,Residential and others,3.7,25.6,74,201,Vidyadhar Nagar,NA,25-02-2006
NA,03-01-2006,Rajasthan,Jaipur,NA,Residential and others,12.2,19.7,53,258,Vidyadhar Nagar,NA,03-01-2006
NA,03-04-2006,Rajasthan,Jaipur,NA,Residential and others,5.3,14.4,52,188,Vidyadhar Nagar,NA,03-04-2006
NA,03-08-2006,Rajasthan,Jaipur,NA,Residential and others,NA,10.5,125,605,Vidyadhar Nagar,NA,03-08-2006
NA,03-11-2006,Rajasthan,Jaipur,NA,Residential and others,3.8,20.3,168,279,Vidyadhar Nagar,NA,03-11-2006
NA,15-03-2006,Rajasthan,Jaipur,NA,Residential and others,4.4,11.9,39,94,Vidyadhar Nagar,NA,15-03-2006
NA,18-03-2006,Rajasthan,Jaipur,NA,Residential and others,12.2,16.3,48,163,Vidyadhar Nagar,NA,18-03-2006
NA,22-03-2006,Rajasthan,Jaipur,NA,Residential and others,3.8,29.5,78,222,Vidyadhar Nagar,NA,22-03-2006
NA,25-03-2006,Rajasthan,Jaipur,NA,Residential and others,10.4,18.7,128,446,Vidyadhar Nagar,NA,25-03-2006
NA,29-03-2006,Rajasthan,Jaipur,NA,Residential and others,4,32.1,102,199,Vidyadhar Nagar,NA,29-03-2006
NA,04-05-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,32,162,346,Vidyadhar Nagar,NA,04-05-2006
NA,04-08-2006,Rajasthan,Jaipur,NA,Residential and others,5.6,25.1,138,440,Vidyadhar Nagar,NA,04-08-2006
NA,04-12-2006,Rajasthan,Jaipur,NA,Residential and others,4.7,33.9,292,575,Vidyadhar Nagar,NA,04-12-2006
NA,19-04-2006,Rajasthan,Jaipur,NA,Residential and others,4.1,19.2,132,400,Vidyadhar Nagar,NA,19-04-2006
NA,22-04-2006,Rajasthan,Jaipur,NA,Residential and others,4.9,24.1,161,445,Vidyadhar Nagar,NA,22-04-2006
NA,26-04-2006,Rajasthan,Jaipur,NA,Residential and others,3.4,25.8,113,405,Vidyadhar Nagar,NA,26-04-2006
NA,29-04-2006,Rajasthan,Jaipur,NA,Residential and others,3.3,21.1,186,587,Vidyadhar Nagar,NA,29-04-2006
NA,05-03-2006,Rajasthan,Jaipur,NA,Residential and others,4.4,31,157,403,Vidyadhar Nagar,NA,05-03-2006
NA,05-06-2006,Rajasthan,Jaipur,NA,Residential and others,3.9,19.3,109,369,Vidyadhar Nagar,NA,05-06-2006
NA,05-10-2006,Rajasthan,Jaipur,NA,Residential and others,4.9,22.9,366,561,Vidyadhar Nagar,NA,05-10-2006
NA,17-05-2006,Rajasthan,Jaipur,NA,Residential and others,4.4,26.4,62,267,Vidyadhar Nagar,NA,17-05-2006
NA,20-05-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,19.9,164,645,Vidyadhar Nagar,NA,20-05-2006
NA,24-05-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,22.1,117,375,Vidyadhar Nagar,NA,24-05-2006
NA,27-05-2006,Rajasthan,Jaipur,NA,Residential and others,5.3,20.8,328,784,Vidyadhar Nagar,NA,27-05-2006
NA,06-07-2006,Rajasthan,Jaipur,NA,Residential and others,4.4,21.7,155,362,Vidyadhar Nagar,NA,06-07-2006
NA,06-10-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,23,127,303,Vidyadhar Nagar,NA,06-10-2006
NA,14-06-2006,Rajasthan,Jaipur,NA,Residential and others,4.4,23.1,208,377,Vidyadhar Nagar,NA,14-06-2006
NA,17-06-2006,Rajasthan,Jaipur,NA,Residential and others,4.1,27,107,387,Vidyadhar Nagar,NA,17-06-2006
NA,21-06-2006,Rajasthan,Jaipur,NA,Residential and others,6.7,19.8,140,299,Vidyadhar Nagar,NA,21-06-2006
NA,24-06-2006,Rajasthan,Jaipur,NA,Residential and others,3.5,22,342,466,Vidyadhar Nagar,NA,24-06-2006
NA,28-06-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,19.8,37,169,Vidyadhar Nagar,NA,28-06-2006
NA,07-01-2006,Rajasthan,Jaipur,NA,Residential and others,4.5,21,45,179,Vidyadhar Nagar,NA,07-01-2006
NA,07-05-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,22.2,48,268,Vidyadhar Nagar,NA,07-05-2006
NA,07-08-2006,Rajasthan,Jaipur,NA,Residential and others,4.5,16,160,401,Vidyadhar Nagar,NA,07-08-2006
NA,07-12-2006,Rajasthan,Jaipur,NA,Residential and others,4.5,18.2,38,108,Vidyadhar Nagar,NA,07-12-2006
NA,15-07-2006,Rajasthan,Jaipur,NA,Residential and others,3.3,18.8,102,335,Vidyadhar Nagar,NA,15-07-2006
NA,19-07-2006,Rajasthan,Jaipur,NA,Residential and others,3.7,29.5,78,278,Vidyadhar Nagar,NA,19-07-2006
NA,22-07-2006,Rajasthan,Jaipur,NA,Residential and others,3.3,16.5,45,198,Vidyadhar Nagar,NA,22-07-2006
NA,26-07-2006,Rajasthan,Jaipur,NA,Residential and others,3.3,19.3,65,150,Vidyadhar Nagar,NA,26-07-2006
NA,29-07-2006,Rajasthan,Jaipur,NA,Residential and others,3.3,22.3,20,84,Vidyadhar Nagar,NA,29-07-2006
NA,08-02-2006,Rajasthan,Jaipur,NA,Residential and others,6.6,13.8,31,121,Vidyadhar Nagar,NA,08-02-2006
NA,08-05-2006,Rajasthan,Jaipur,NA,Residential and others,5.5,43.1,54,91,Vidyadhar Nagar,NA,08-05-2006
NA,08-09-2006,Rajasthan,Jaipur,NA,Residential and others,3.8,11.2,27,50,Vidyadhar Nagar,NA,08-09-2006
NA,08-12-2006,Rajasthan,Jaipur,NA,Residential and others,3.7,16,42,79,Vidyadhar Nagar,NA,08-12-2006
NA,19-08-2006,Rajasthan,Jaipur,NA,Residential and others,13.3,15.3,15,62,Vidyadhar Nagar,NA,19-08-2006
NA,23-08-2006,Rajasthan,Jaipur,NA,Residential and others,6.2,30.7,20,56,Vidyadhar Nagar,NA,23-08-2006
NA,26-08-2006,Rajasthan,Jaipur,NA,Residential and others,5.2,20,67,141,Vidyadhar Nagar,NA,26-08-2006
NA,30-08-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,20.2,39,103,Vidyadhar Nagar,NA,30-08-2006
NA,09-02-2006,Rajasthan,Jaipur,NA,Residential and others,4.5,24.7,26,86,Vidyadhar Nagar,NA,09-02-2006
NA,09-06-2006,Rajasthan,Jaipur,NA,Residential and others,3.3,13.8,59,77,Vidyadhar Nagar,NA,09-06-2006
NA,09-09-2006,Rajasthan,Jaipur,NA,Residential and others,3.7,19.7,70,129,Vidyadhar Nagar,NA,09-09-2006
NA,13-09-2006,Rajasthan,Jaipur,NA,Residential and others,3.8,17.7,33,83,Vidyadhar Nagar,NA,13-09-2006
NA,16-09-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,11.7,52,97,Vidyadhar Nagar,NA,16-09-2006
NA,20-09-2006,Rajasthan,Jaipur,NA,Residential and others,4.7,15.3,36,82,Vidyadhar Nagar,NA,20-09-2006
NA,23-09-2006,Rajasthan,Jaipur,NA,Residential and others,3.8,15.8,67,155,Vidyadhar Nagar,NA,23-09-2006
NA,27-09-2006,Rajasthan,Jaipur,NA,Residential and others,5,18.5,50,136,Vidyadhar Nagar,NA,27-09-2006
NA,30-09-2006,Rajasthan,Jaipur,NA,Residential and others,5.3,23.3,44,110,Vidyadhar Nagar,NA,30-09-2006
NA,10-04-2006,Rajasthan,Jaipur,NA,Residential and others,3.8,24.7,58,172,Vidyadhar Nagar,NA,10-04-2006
NA,10-07-2006,Rajasthan,Jaipur,NA,Residential and others,3.2,19,27,37,Vidyadhar Nagar,NA,10-07-2006
NA,10-11-2006,Rajasthan,Jaipur,NA,Residential and others,3.2,19.6,70,173,Vidyadhar Nagar,NA,10-11-2006
NA,14-10-2006,Rajasthan,Jaipur,NA,Residential and others,5,25.5,37,95,Vidyadhar Nagar,NA,14-10-2006
NA,18-10-2006,Rajasthan,Jaipur,NA,Residential and others,4,28.2,57,127,Vidyadhar Nagar,NA,18-10-2006
NA,21-10-2006,Rajasthan,Jaipur,NA,Residential and others,8.2,21,72,124,Vidyadhar Nagar,NA,21-10-2006
NA,25-10-2006,Rajasthan,Jaipur,NA,Residential and others,3.7,18.8,94,204,Vidyadhar Nagar,NA,25-10-2006
NA,28-10-2006,Rajasthan,Jaipur,NA,Residential and others,5.5,20,39,115,Vidyadhar Nagar,NA,28-10-2006
NA,11-01-2006,Rajasthan,Jaipur,NA,Residential and others,3.7,27.5,61,222,Vidyadhar Nagar,NA,11-01-2006
NA,11-04-2006,Rajasthan,Jaipur,NA,Residential and others,3.8,24.8,83,153,Vidyadhar Nagar,NA,11-04-2006
NA,11-08-2006,Rajasthan,Jaipur,NA,Residential and others,4.5,23.3,84,278,Vidyadhar Nagar,NA,11-08-2006
NA,11-11-2006,Rajasthan,Jaipur,NA,Residential and others,4,34.3,66,173,Vidyadhar Nagar,NA,11-11-2006
NA,15-11-2006,Rajasthan,Jaipur,NA,Residential and others,4.7,50.5,85,141,Vidyadhar Nagar,NA,15-11-2006
NA,18-11-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,39.5,212,355,Vidyadhar Nagar,NA,18-11-2006
NA,22-11-2006,Rajasthan,Jaipur,NA,Residential and others,3.7,29.2,233,280,Vidyadhar Nagar,NA,22-11-2006
NA,25-11-2006,Rajasthan,Jaipur,NA,Residential and others,3.8,30.2,88,246,Vidyadhar Nagar,NA,25-11-2006
NA,29-11-2006,Rajasthan,Jaipur,NA,Residential and others,13.5,32.8,94,136,Vidyadhar Nagar,NA,29-11-2006
NA,12-02-2006,Rajasthan,Jaipur,NA,Residential and others,4.2,26.8,140,202,Vidyadhar Nagar,NA,12-02-2006
NA,12-06-2006,Rajasthan,Jaipur,NA,Residential and others,15,25,64,174,Vidyadhar Nagar,NA,12-06-2006
NA,12-09-2006,Rajasthan,Jaipur,NA,Residential and others,5.2,30.8,80,216,Vidyadhar Nagar,NA,12-09-2006
NA,13-12-2006,Rajasthan,Jaipur,NA,Residential and others,33.3,22.5,160,287,Vidyadhar Nagar,NA,13-12-2006
NA,16-12-2006,Rajasthan,Jaipur,NA,Residential and others,8.7,23.8,119,223,Vidyadhar Nagar,NA,16-12-2006
NA,20-12-2006,Rajasthan,Jaipur,NA,Residential and others,5.2,20.5,59,143,Vidyadhar Nagar,NA,20-12-2006
NA,23-12-2006,Rajasthan,Jaipur,NA,Residential and others,4.8,27.2,129,205,Vidyadhar Nagar,NA,23-12-2006
NA,27-12-2006,Rajasthan,Jaipur,NA,Residential and others,4.3,17.3,217,359,Vidyadhar Nagar,NA,27-12-2006
NA,30-12-2006,Rajasthan,Jaipur,NA,Residential and others,4,21.2,93,181,Vidyadhar Nagar,NA,30-12-2006
NA,22-08-2007,Rajasthan,Jaipur,NA,Industrial Areas,5.5,19.3,81,126,VKIA,NA,22-08-2007
NA,25-08-2007,Rajasthan,Jaipur,NA,Industrial Areas,6.3,31.3,144,344,VKIA,NA,25-08-2007
NA,29-08-2007,Rajasthan,Jaipur,NA,Industrial Areas,6.3,29.5,80,135,VKIA,NA,29-08-2007
NA,09-01-2007,Rajasthan,Jaipur,NA,Industrial Areas,5.5,16.8,103,220,VKIA,NA,09-01-2007
NA,09-05-2007,Rajasthan,Jaipur,NA,Industrial Areas,5.6,18.2,128,261,VKIA,NA,09-05-2007
NA,09-08-2007,Rajasthan,Jaipur,NA,Industrial Areas,6.5,21.3,97,198,VKIA,NA,09-08-2007
NA,09-12-2007,Rajasthan,Jaipur,NA,Industrial Areas,5.8,20.5,80,149,VKIA,NA,09-12-2007
NA,15-09-2007,Rajasthan,Jaipur,NA,Industrial Areas,7.8,33.2,121,181,VKIA,NA,15-09-2007
NA,19-09-2007,Rajasthan,Jaipur,NA,Industrial Areas,6.7,32.7,98,225,VKIA,NA,19-09-2007
NA,22-09-2007,Rajasthan,Jaipur,NA,Industrial Areas,6.7,33.2,79,367,VKIA,NA,22-09-2007
NA,26-09-2007,Rajasthan,Jaipur,NA,Industrial Areas,6.5,33,126,372,VKIA,NA,26-09-2007
NA,29-09-2007,Rajasthan,Jaipur,NA,Industrial Areas,6.5,33.2,144,338,VKIA,NA,29-09-2007
NA,10-03-2007,Rajasthan,Jaipur,NA,Industrial Areas,6.7,33.2,132,323,VKIA,NA,10-03-2007
NA,10-06-2007,Rajasthan,Jaipur,NA,Industrial Areas,6.2,34,88,273,VKIA,NA,10-06-2007
NA,10-10-2007,Rajasthan,Jaipur,NA,Industrial Areas,6.3,34.8,99,279,VKIA,NA,10-10-2007
NA,17-10-2007,Rajasthan,Jaipur,NA,Industrial Areas,6,35,132,284,VKIA,NA,17-10-2007
NA,20-10-2007,Rajasthan,Jaipur,NA,Industrial Areas,5.8,33.5,132,260,VKIA,NA,20-10-2007
NA,24-10-2007,Rajasthan,Jaipur,NA,Industrial Areas,5.8,34.7,230,384,VKIA,NA,24-10-2007
NA,27-10-2007,Rajasthan,Jaipur,NA,Industrial Areas,5.6,36.4,157,342,VKIA,NA,27-10-2007
NA,31-10-2007,Rajasthan,Jaipur,NA,Industrial Areas,5.6,35,189,339,VKIA,NA,31-10-2007
NA,11-03-2007,Rajasthan,Jaipur,NA,Industrial Areas,5.8,34.3,190,413,VKIA,NA,11-03-2007
NA,11-07-2007,Rajasthan,Jaipur,NA,Industrial Areas,5.7,36.8,286,450,VKIA,NA,11-07-2007
NA,11-08-2007,Rajasthan,Jaipur,NA,Industrial Areas,6.2,39.3,240,455,VKIA,NA,11-08-2007
NA,11-09-2007,Rajasthan,Jaipur,NA,Industrial Areas,7.4,42,146,439,VKIA,NA,11-09-2007
NA,11-10-2007,Rajasthan,Jaipur,NA,Industrial Areas,6.3,40.5,178,298,VKIA,NA,11-10-2007
NA,14-11-2007,Rajasthan,Jaipur,NA,Industrial Areas,6.6,38,246,447,VKIA,NA,14-11-2007
NA,17-11-2007,Rajasthan,Jaipur,NA,Industrial Areas,6,35.7,231,313,VKIA,NA,17-11-2007
NA,21-11-2007,Rajasthan,Jaipur,NA,Industrial Areas,5.7,36.8,225,477,VKIA,NA,21-11-2007
NA,24-11-2007,Rajasthan,Jaipur,NA,Industrial Areas,5.8,36,359,734,VKIA,NA,24-11-2007
NA,28-11-2007,Rajasthan,Jaipur,NA,Industrial Areas,NA,43.3,254,1015,VKIA,NA,28-11-2007
NA,12-01-2007,Rajasthan,Jaipur,NA,Industrial Areas,5.4,37,320,548,VKIA,NA,12-01-2007
NA,12-05-2007,Rajasthan,Jaipur,NA,Industrial Areas,5.7,39.3,196,342,VKIA,NA,12-05-2007
NA,12-08-2007,Rajasthan,Jaipur,NA,Industrial Areas,6.2,38.8,187,404,VKIA,NA,12-08-2007
NA,12-12-2007,Rajasthan,Jaipur,NA,Industrial Areas,6.3,42.3,187,387,VKIA,NA,12-12-2007
NA,15-12-2007,Rajasthan,Jaipur,NA,Industrial Areas,6.2,42.8,306,450,VKIA,NA,15-12-2007
NA,19-12-2007,Rajasthan,Jaipur,NA,Industrial Areas,6.5,43.2,345,542,VKIA,NA,19-12-2007
NA,22-12-2007,Rajasthan,Jaipur,NA,Industrial Areas,6.2,44.7,259,469,VKIA,NA,22-12-2007
NA,26-12-2007,Rajasthan,Jaipur,NA,Industrial Areas,6.8,47.3,207,405,VKIA,NA,26-12-2007
NA,29-12-2007,Rajasthan,Jaipur,NA,Industrial Areas,6.8,43.8,176,343,VKIA,NA,29-12-2007
NA,01-02-2007,Rajasthan,Jaipur,NA,Residential and others,4.3,51,101,212,Ajmeri Gate,NA,01-02-2007
NA,01-05-2007,Rajasthan,Jaipur,NA,Residential and others,4.4,49.6,148,244,Ajmeri Gate,NA,01-05-2007
NA,01-08-2007,Rajasthan,Jaipur,NA,Residential and others,3.3,18,86,191,Ajmeri Gate,NA,01-08-2007
NA,01-10-2007,Rajasthan,Jaipur,NA,Residential and others,22.4,46.8,234,516,Ajmeri Gate,NA,01-10-2007
NA,01-12-2007,Rajasthan,Jaipur,NA,Residential and others,4.7,48.3,185,285,Ajmeri Gate,NA,01-12-2007
NA,16-01-2007,Rajasthan,Jaipur,NA,Residential and others,4.3,48,107,225,Ajmeri Gate,NA,16-01-2007
NA,19-01-2007,Rajasthan,Jaipur,NA,Residential and others,4.2,40.8,161,225,Ajmeri Gate,NA,19-01-2007
NA,23-01-2007,Rajasthan,Jaipur,NA,Residential and others,4.5,54.5,222,297,Ajmeri Gate,NA,23-01-2007
NA,26-01-2007,Rajasthan,Jaipur,NA,Residential and others,4,46.5,118,241,Ajmeri Gate,NA,26-01-2007
NA,30-01-2007,Rajasthan,Jaipur,NA,Residential and others,4.3,51.3,102,237,Ajmeri Gate,NA,30-01-2007
NA,02-02-2007,Rajasthan,Jaipur,NA,Residential and others,4.4,41,162,339,Ajmeri Gate,NA,02-02-2007
NA,02-06-2007,Rajasthan,Jaipur,NA,Residential and others,4.3,45.8,172,395,Ajmeri Gate,NA,02-06-2007
NA,02-09-2007,Rajasthan,Jaipur,NA,Residential and others,3.5,32.5,121,238,Ajmeri Gate,NA,02-09-2007
NA,13-02-2007,Rajasthan,Jaipur,NA,Residential and others,4,42.7,90,257,Ajmeri Gate,NA,13-02-2007
NA,16-02-2007,Rajasthan,Jaipur,NA,Residential and others,3.8,41.7,78,250,Ajmeri Gate,NA,16-02-2007
NA,20-02-2007,Rajasthan,Jaipur,NA,Residential and others,4.8,43.3,74,277,Ajmeri Gate,NA,20-02-2007
NA,23-02-2007,Rajasthan,Jaipur,NA,Residential and others,4.5,46,75,273,Ajmeri Gate,NA,23-02-2007
NA,27-02-2007,Rajasthan,Jaipur,NA,Residential and others,4.4,35,137,554,Ajmeri Gate,NA,27-02-2007
NA,03-02-2007,Rajasthan,Jaipur,NA,Residential and others,4,31.3,79,344,Ajmeri Gate,NA,03-02-2007
NA,03-06-2007,Rajasthan,Jaipur,NA,Residential and others,4.2,39.7,110,295,Ajmeri Gate,NA,03-06-2007
NA,03-09-2007,Rajasthan,Jaipur,NA,Residential and others,4.2,37.7,80,447,Ajmeri Gate,NA,03-09-2007
NA,13-03-2007,Rajasthan,Jaipur,NA,Residential and others,4,33.8,112,309,Ajmeri Gate,NA,13-03-2007
NA,16-03-2007,Rajasthan,Jaipur,NA,Residential and others,4,42.2,88,243,Ajmeri Gate,NA,16-03-2007
NA,20-03-2007,Rajasthan,Jaipur,NA,Residential and others,4.2,43.5,99,292,Ajmeri Gate,NA,20-03-2007
NA,23-03-2007,Rajasthan,Jaipur,NA,Residential and others,4.3,41.3,115,339,Ajmeri Gate,NA,23-03-2007
NA,27-03-2007,Rajasthan,Jaipur,NA,Residential and others,4.8,40,117,361,Ajmeri Gate,NA,27-03-2007
NA,30-03-2007,Rajasthan,Jaipur,NA,Residential and others,4.2,46.3,214,515,Ajmeri Gate,NA,30-03-2007
NA,04-03-2007,Rajasthan,Jaipur,NA,Residential and others,4.2,46.8,111,292,Ajmeri Gate,NA,04-03-2007
NA,04-06-2007,Rajasthan,Jaipur,NA,Residential and others,5.2,56.2,115,377,Ajmeri Gate,NA,04-06-2007
NA,04-10-2007,Rajasthan,Jaipur,NA,Residential and others,4.2,45.8,117,368,Ajmeri Gate,NA,04-10-2007
NA,13-04-2007,Rajasthan,Jaipur,NA,Residential and others,4.3,46.2,123,361,Ajmeri Gate,NA,13-04-2007
NA,17-04-2007,Rajasthan,Jaipur,NA,Residential and others,6.2,56.7,125,527,Ajmeri Gate,NA,17-04-2007
NA,20-04-2007,Rajasthan,Jaipur,NA,Residential and others,4.7,45,130,592,Ajmeri Gate,NA,20-04-2007
NA,24-04-2007,Rajasthan,Jaipur,NA,Residential and others,4.5,42.2,98,345,Ajmeri Gate,NA,24-04-2007
NA,27-04-2007,Rajasthan,Jaipur,NA,Residential and others,5,40.3,87,414,Ajmeri Gate,NA,27-04-2007
NA,05-01-2007,Rajasthan,Jaipur,NA,Residential and others,4.5,48.3,79,379,Ajmeri Gate,NA,05-01-2007
NA,05-04-2007,Rajasthan,Jaipur,NA,Residential and others,4.3,34.2,82,381,Ajmeri Gate,NA,05-04-2007
NA,05-08-2007,Rajasthan,Jaipur,NA,Residential and others,4.7,40.7,95,283,Ajmeri Gate,NA,05-08-2007
NA,05-11-2007,Rajasthan,Jaipur,NA,Residential and others,4.3,37.3,107,397,Ajmeri Gate,NA,05-11-2007
NA,15-05-2007,Rajasthan,Jaipur,NA,Residential and others,4.7,46.3,100,387,Ajmeri Gate,NA,15-05-2007
NA,18-05-2007,Rajasthan,Jaipur,NA,Residential and others,4.8,43.2,103,414,Ajmeri Gate,NA,18-05-2007
